76.00	2.47	series who is gonna be my support it's gonna be you know um
78.47	0.01	gonna be you know um
78.48	1.83	gonna be you know um prompting discussions he's gonna be
80.31	0.01	prompting discussions he's gonna be
80.32	2.07	prompting discussions he's gonna be correcting me when i say something wrong
82.39	0.01	correcting me when i say something wrong
82.40	2.95	correcting me when i say something wrong or extending my my teachings when they
85.35	0.01	or extending my my teachings when they
85.36	1.19	or extending my my teachings when they are insufficient
86.55	0.01	are insufficient
86.56	0.71	are insufficient and
87.27	0.01	and
87.28	2.79	and might also be leading some meetups
90.07	0.01	might also be leading some meetups
90.08	2.71	might also be leading some meetups so that is a very very
92.79	0.01	so that is a very very
92.80	2.79	so that is a very very rough general introduction
95.59	0.01	rough general introduction
95.60	2.55	rough general introduction today i wanted to introduce you to the
98.15	0.01	today i wanted to introduce you to the
98.16	1.99	today i wanted to introduce you to the rocker project in particular so i'm
100.15	0.01	rocker project in particular so i'm
100.16	2.79	rocker project in particular so i'm going to do just that and also to do a
102.95	0.01	going to do just that and also to do a
102.96	2.55	going to do just that and also to do a little brief uh explanation of you know
105.51	0.01	little brief uh explanation of you know
105.52	1.83	little brief uh explanation of you know how the series is work
107.35	0.01	how the series is work
107.36	3.27	how the series is work so let's start there so every series has
110.63	0.01	so let's start there so every series has
110.64	1.67	so let's start there so every series has a repository on the two degrees
112.31	0.01	a repository on the two degrees
112.32	1.83	a repository on the two degrees investing organization if you are new to
114.15	0.01	investing organization if you are new to
114.16	2.55	investing organization if you are new to this series then you know this comment
116.71	0.01	this series then you know this comment
116.72	2.31	this series then you know this comment might be relevant to you so they all
119.03	0.01	might be relevant to you so they all
119.04	2.23	might be relevant to you so they all start with ds for da's incubator which
121.27	0.01	start with ds for da's incubator which
121.28	1.99	start with ds for da's incubator which stands for data science
123.27	0.01	stands for data science
123.28	2.15	stands for data science but then they have a dot and the you
125.43	0.01	but then they have a dot and the you
125.44	1.11	but then they have a dot and the you know
126.55	0.01	know
126.56	2.23	know topic name so we are now covering docker
128.79	0.01	topic name so we are now covering docker
128.80	2.39	topic name so we are now covering docker so is ds.docker the repository that you
131.19	0.01	so is ds.docker the repository that you
131.20	1.27	so is ds.docker the repository that you want to look for
132.47	0.01	want to look for
132.48	1.83	want to look for and there you have the most useful
134.31	0.01	and there you have the most useful
134.32	1.27	and there you have the most useful information there is basically the
135.59	0.01	information there is basically the
135.60	2.15	information there is basically the readme file that gives you a little bit
137.75	0.01	readme file that gives you a little bit
137.76	2.79	readme file that gives you a little bit of a an explanation what the
140.55	0.01	of a an explanation what the
140.56	3.19	of a an explanation what the series is going to be about an syllabus
143.75	0.01	series is going to be about an syllabus
143.76	3.43	series is going to be about an syllabus this time i added um a bunch of things
147.19	0.01	this time i added um a bunch of things
147.20	1.83	this time i added um a bunch of things that i think you should be able to do
149.03	0.01	that i think you should be able to do
149.04	2.95	that i think you should be able to do after we finish this series um so i'm
151.99	0.01	after we finish this series um so i'm
152.00	2.31	after we finish this series um so i'm going to be checking boxes as we
154.31	0.01	going to be checking boxes as we
154.32	2.95	going to be checking boxes as we we move on we cover um you know the
157.27	0.01	we move on we cover um you know the
157.28	1.91	we move on we cover um you know the things that i think you can you can do
159.19	0.01	things that i think you can you can do
159.20	1.43	things that i think you can you can do with this years for example you should
160.63	0.01	with this years for example you should
160.64	1.35	with this years for example you should be able to
161.99	0.01	be able to
162.00	2.95	be able to er to use a unix terminal even if you're
164.95	0.01	er to use a unix terminal even if you're
164.96	1.83	er to use a unix terminal even if you're in windows and you know windows is not a
166.79	0.01	in windows and you know windows is not a
166.80	2.23	in windows and you know windows is not a unix system and still you could access a
169.03	0.01	unix system and still you could access a
169.04	1.43	unix system and still you could access a unix terminal
170.47	0.01	unix terminal
170.48	2.63	unix terminal with docker uh you could also also use
173.11	0.01	with docker uh you could also also use
173.12	1.67	with docker uh you could also also use docker for a bunch of other things
174.79	0.01	docker for a bunch of other things
174.80	1.83	docker for a bunch of other things including for example using rstudio from
176.63	0.01	including for example using rstudio from
176.64	2.07	including for example using rstudio from the web browser even if you don't have
178.71	0.01	the web browser even if you don't have
178.72	1.83	the web browser even if you don't have our studio installed in your computer or
180.55	0.01	our studio installed in your computer or
180.56	1.91	our studio installed in your computer or even our installing your computer so
182.47	0.01	even our installing your computer so
182.48	1.91	even our installing your computer so there's a bunch of things that really
184.39	0.01	there's a bunch of things that really
184.40	2.07	there's a bunch of things that really relate to what we do day to day and
186.47	0.01	relate to what we do day to day and
186.48	2.31	relate to what we do day to day and docker can make that work easier and
188.79	0.01	docker can make that work easier and
188.80	1.83	docker can make that work easier and more reproducible
190.63	0.01	more reproducible
190.64	0.79	more reproducible so
191.43	0.01	so
191.44	2.39	so today i'm going to be talking about uh
193.83	0.01	today i'm going to be talking about uh
193.84	2.15	today i'm going to be talking about uh how to get started with the rocker
195.99	0.01	how to get started with the rocker
196.00	2.15	how to get started with the rocker project so let's go to the website of
198.15	0.01	project so let's go to the website of
198.16	4.15	project so let's go to the website of the rocket project and see what it is
202.31	0.01	the rocket project and see what it is
202.32	2.23	the rocket project and see what it is that we can do with it the focus of
204.55	0.01	that we can do with it the focus of
204.56	2.95	that we can do with it the focus of today is going to be to rack to run
207.51	0.01	today is going to be to rack to run
207.52	2.79	today is going to be to rack to run just r in a docker container
210.31	0.01	just r in a docker container
210.32	1.83	just r in a docker container so this should work only if you have
212.15	0.01	so this should work only if you have
212.16	2.07	so this should work only if you have installed docker already and i should
214.23	0.01	installed docker already and i should
214.24	1.99	installed docker already and i should clarify that this meetup is not going to
216.23	0.01	clarify that this meetup is not going to
216.24	2.39	clarify that this meetup is not going to be teaching you about how to install it
218.63	0.01	be teaching you about how to install it
218.64	0.95	be teaching you about how to install it uh
219.59	0.01	uh
219.60	1.91	uh because you know it is sometimes you
221.51	0.01	because you know it is sometimes you
221.52	0.79	because you know it is sometimes you know you
222.31	0.01	know you
222.32	1.59	know you you can lose a lot of waste a lot of
223.91	0.01	you can lose a lot of waste a lot of
223.92	1.43	you can lose a lot of waste a lot of time just trying to figure out things
225.35	0.01	time just trying to figure out things
225.36	1.59	time just trying to figure out things are very specific to one person's
226.95	0.01	are very specific to one person's
226.96	1.67	are very specific to one person's computer and the reasons why you know
228.63	0.01	computer and the reasons why you know
228.64	1.43	computer and the reasons why you know that computer might or might not you
230.07	0.01	that computer might or might not you
230.08	1.67	that computer might or might not you know be able to install something so i'm
231.75	0.01	know be able to install something so i'm
231.76	1.75	know be able to install something so i'm sorry to kind of leave you alone there
233.51	0.01	sorry to kind of leave you alone there
233.52	3.11	sorry to kind of leave you alone there but if you do need to uh some support
236.63	0.01	but if you do need to uh some support
236.64	2.47	but if you do need to uh some support for installing docker then the space
239.11	0.01	for installing docker then the space
239.12	2.15	for installing docker then the space could be most likely uh almost
241.27	0.01	could be most likely uh almost
241.28	2.55	could be most likely uh almost appropriately would be a help desk so
243.83	0.01	appropriately would be a help desk so
243.84	2.47	appropriately would be a help desk so i'm very happy to uh me and maybe others
246.31	0.01	i'm very happy to uh me and maybe others
246.32	2.31	i'm very happy to uh me and maybe others in this in this room uh to help each
248.63	0.01	in this in this room uh to help each
248.64	2.55	in this in this room uh to help each other install docker um and if you
251.19	0.01	other install docker um and if you
251.20	1.83	other install docker um and if you haven't done it yet i encourage you to
253.03	0.01	haven't done it yet i encourage you to
253.04	1.75	haven't done it yet i encourage you to do it so you try the things that i'm
254.79	0.01	do it so you try the things that i'm
254.80	2.87	do it so you try the things that i'm showing here uh but if you haven't it
257.67	0.01	showing here uh but if you haven't it
257.68	1.75	showing here uh but if you haven't it it's not a problem i'm not expecting you
259.43	0.01	it's not a problem i'm not expecting you
259.44	3.91	it's not a problem i'm not expecting you to kind of follow you know my live demo
263.35	0.01	to kind of follow you know my live demo
263.36	2.07	to kind of follow you know my live demo so by the way i think as always i should
265.43	0.01	so by the way i think as always i should
265.44	5.27	so by the way i think as always i should i forgot to share my screen right yes
275.59	0.01	so it's recorded in the
275.60	1.99	so it's recorded in the in the video so
277.59	0.01	in the video so
277.60	1.51	in the video so yeah what i was showing is not much so
279.11	0.01	yeah what i was showing is not much so
279.12	3.75	yeah what i was showing is not much so i'm showing now you see my screen right
282.87	0.01	i'm showing now you see my screen right
282.88	2.47	i'm showing now you see my screen right yes great right so yeah i was looking i
285.35	0.01	yes great right so yeah i was looking i
285.36	1.83	yes great right so yeah i was looking i was showing the
287.19	0.01	was showing the
287.20	3.11	was showing the the repository uh that is going
290.31	0.01	the repository uh that is going
290.32	3.19	the repository uh that is going going is hosting now the syllabus and if
293.51	0.01	going is hosting now the syllabus and if
293.52	1.59	going is hosting now the syllabus and if you know we write some code it's to
295.11	0.01	you know we write some code it's to
295.12	2.79	you know we write some code it's to leave there that's where you can find it
297.91	0.01	leave there that's where you can find it
297.92	2.15	leave there that's where you can find it and you know scrolling down in that repo
300.07	0.01	and you know scrolling down in that repo
300.08	1.43	and you know scrolling down in that repo you will find the readme with an
301.51	0.01	you will find the readme with an
301.52	2.63	you will find the readme with an explanation of what the series is about
304.15	0.01	explanation of what the series is about
304.16	1.91	explanation of what the series is about and the syllabus which is a draft is
306.07	0.01	and the syllabus which is a draft is
306.08	1.59	and the syllabus which is a draft is very flexible and we're going to adapt
307.67	0.01	very flexible and we're going to adapt
307.68	1.51	very flexible and we're going to adapt it as we go
309.19	0.01	it as we go
309.20	1.99	it as we go based on the interest that i see you
311.19	0.01	based on the interest that i see you
311.20	2.71	based on the interest that i see you have in specific topics so here is why i
313.91	0.01	have in specific topics so here is why i
313.92	2.23	have in specific topics so here is why i was what i was explaining that you know
316.15	0.01	was what i was explaining that you know
316.16	1.67	was what i was explaining that you know you should be able to do including for
317.83	0.01	you should be able to do including for
317.84	1.43	you should be able to do including for example using our studio from the web
319.27	0.01	example using our studio from the web
319.28	1.75	example using our studio from the web browser and
321.03	0.01	browser and
321.04	2.63	browser and getting started is the topic of today
323.67	0.01	getting started is the topic of today
323.68	1.27	getting started is the topic of today so we're going to be focusing on the
324.95	0.01	so we're going to be focusing on the
324.96	3.27	so we're going to be focusing on the rocker project which is this page here
328.23	0.01	rocker project which is this page here
328.24	2.31	rocker project which is this page here rocker project or
330.55	0.01	rocker project or
330.56	3.75	rocker project or and and the very first page has two
334.31	0.01	and and the very first page has two
334.32	2.55	and and the very first page has two the two lines that i want to show today
336.87	0.01	the two lines that i want to show today
336.88	2.15	the two lines that i want to show today so for this you have to have docker
339.03	0.01	so for this you have to have docker
339.04	2.39	so for this you have to have docker install and here is a link to install it
341.43	0.01	install and here is a link to install it
341.44	1.99	install and here is a link to install it so if you click there you will have the
343.43	0.01	so if you click there you will have the
343.44	2.23	so if you click there you will have the instructions that you need to get dogger
345.67	0.01	instructions that you need to get dogger
345.68	1.59	instructions that you need to get dogger for your system
347.27	0.01	for your system
347.28	2.07	for your system if it's a mac if it's a window of
349.35	0.01	if it's a mac if it's a window of
349.36	3.19	if it's a mac if it's a window of windows or if it's a linux system so
352.55	0.01	windows or if it's a linux system so
352.56	1.99	windows or if it's a linux system so that is something you do on your own and
354.55	0.01	that is something you do on your own and
354.56	2.15	that is something you do on your own and if you need help please do use the help
356.71	0.01	if you need help please do use the help
356.72	1.35	if you need help please do use the help desks
358.07	0.01	desks
358.08	1.51	desks these two lines are the ones i want to
359.59	0.01	these two lines are the ones i want to
359.60	2.15	these two lines are the ones i want to cover let's start for the first one so
361.75	0.01	cover let's start for the first one so
361.76	2.87	cover let's start for the first one so the first line uh if you have already in
364.63	0.01	the first line uh if you have already in
364.64	2.47	the first line uh if you have already in docker installed what we'll do we'll
367.11	0.01	docker installed what we'll do we'll
367.12	2.31	docker installed what we'll do we'll start r
369.43	0.01	start r
369.44	2.31	start r but in docker so let's do just that i'm
371.75	0.01	but in docker so let's do just that i'm
371.76	3.27	but in docker so let's do just that i'm gonna jump to a terminal so in your um
375.03	0.01	gonna jump to a terminal so in your um
375.04	1.03	gonna jump to a terminal so in your um computer
376.07	0.01	computer
376.08	3.03	computer you know find a way to launch a terminal
379.11	0.01	you know find a way to launch a terminal
379.12	1.83	you know find a way to launch a terminal r studio actually provides a terminal as
380.95	0.01	r studio actually provides a terminal as
380.96	1.91	r studio actually provides a terminal as well but i'm using just the vanilla
382.87	0.01	well but i'm using just the vanilla
382.88	1.51	well but i'm using just the vanilla terminal that comes with the system that
384.39	0.01	terminal that comes with the system that
384.40	2.07	terminal that comes with the system that i have which is an ubuntu system so i'm
386.47	0.01	i have which is an ubuntu system so i'm
386.48	2.63	i have which is an ubuntu system so i'm going to just paste that line there that
389.11	0.01	going to just paste that line there that
389.12	2.87	going to just paste that line there that comes from the rocker project
391.99	0.01	comes from the rocker project
392.00	1.67	comes from the rocker project and run it that's
393.67	0.01	and run it that's
393.68	2.15	and run it that's i'm not gonna explain it just now i'm
395.83	0.01	i'm not gonna explain it just now i'm
395.84	1.99	i'm not gonna explain it just now i'm gonna explain it a bit later
397.83	0.01	gonna explain it a bit later
397.84	0.79	gonna explain it a bit later so
398.63	0.01	so
398.64	2.07	so that line as you can see
400.71	0.01	that line as you can see
400.72	1.19	that line as you can see um
401.91	0.01	um
401.92	3.83	um started r in my computer um and you can
405.75	0.01	started r in my computer um and you can
405.76	3.6	started r in my computer um and you can see that it is for example 4.1.1
409.36	0.01	see that it is for example 4.1.1
409.37	1.98	see that it is for example 4.1.1 [Music]
411.35	0.01	[Music]
411.36	2.47	[Music] uh that's the version of r that it is
413.83	0.01	uh that's the version of r that it is
413.84	3.03	uh that's the version of r that it is running and uh again i can do whatever i
416.87	0.01	running and uh again i can do whatever i
416.88	2.93	running and uh again i can do whatever i can do with our like some you know one
419.81	0.01	can do with our like some you know one
419.82	1.13	can do with our like some you know one [Music]
420.95	0.01	[Music]
420.96	2.47	[Music] and two and get three
423.43	0.01	and two and get three
423.44	2.23	and two and get three so this is our uh it is very exciting
425.67	0.01	so this is our uh it is very exciting
425.68	1.51	so this is our uh it is very exciting but it doesn't seem very exciting
427.19	0.01	but it doesn't seem very exciting
427.20	1.43	but it doesn't seem very exciting because it is the experience that you
428.63	0.01	because it is the experience that you
428.64	2.15	because it is the experience that you have all the time so how is this
430.79	0.01	have all the time so how is this
430.80	2.07	have all the time so how is this different from your experience with r
432.87	0.01	different from your experience with r
432.88	1.59	different from your experience with r well this is not running in your
434.47	0.01	well this is not running in your
434.48	2.07	well this is not running in your computer so this should work even if you
436.55	0.01	computer so this should work even if you
436.56	2.07	computer so this should work even if you do not have r in your computer so you
438.63	0.01	do not have r in your computer so you
438.64	2.15	do not have r in your computer so you are new to 3 degrees you need to run r
440.79	0.01	are new to 3 degrees you need to run r
440.80	2.31	are new to 3 degrees you need to run r you didn't even have time to install r
443.11	0.01	you didn't even have time to install r
443.12	1.91	you didn't even have time to install r okay you can do
445.03	0.01	okay you can do
445.04	1.75	okay you can do this you can install just docker and
446.79	0.01	this you can install just docker and
446.80	1.43	this you can install just docker and then use
448.23	0.01	then use
448.24	2.23	then use this mini computer that
450.47	0.01	this mini computer that
450.48	1.83	this mini computer that is triggered by these commands here that
452.31	0.01	is triggered by these commands here that
452.32	2.23	is triggered by these commands here that i'm gonna show in a moment but before i
454.55	0.01	i'm gonna show in a moment but before i
454.56	1.83	i'm gonna show in a moment but before i explain those uh let me show you
456.39	0.01	explain those uh let me show you
456.40	1.83	explain those uh let me show you something that is even closer to our
458.23	0.01	something that is even closer to our
458.24	2.07	something that is even closer to our experience which is the idea of using r
460.31	0.01	experience which is the idea of using r
460.32	3.67	experience which is the idea of using r but not from a terminal but instead from
463.99	0.01	but not from a terminal but instead from
464.00	1.11	but not from a terminal but instead from um
465.11	0.01	um
465.12	3.59	um our studio so how uh docker can
468.71	0.01	our studio so how uh docker can
468.72	0.95	our studio so how uh docker can uh
469.67	0.01	uh
469.68	3.11	uh how can i use docker to run our studio
472.79	0.01	how can i use docker to run our studio
472.80	3.03	how can i use docker to run our studio well uh here is uh what all that you
475.83	0.01	well uh here is uh what all that you
475.84	1.99	well uh here is uh what all that you need to do and i'm going to explain this
477.83	0.01	need to do and i'm going to explain this
477.84	2.15	need to do and i'm going to explain this in a moment for now i'm going to just
479.99	0.01	in a moment for now i'm going to just
480.00	1.67	in a moment for now i'm going to just copy those lines and paste them in the
481.67	0.01	copy those lines and paste them in the
481.68	2.15	copy those lines and paste them in the tutorial so if you have
483.83	0.01	tutorial so if you have
483.84	2.15	tutorial so if you have docker installed this should work for
485.99	0.01	docker installed this should work for
486.00	0.79	docker installed this should work for you
486.79	0.01	you
486.80	2.39	you if it doesn't again you know we can talk
489.19	0.01	if it doesn't again you know we can talk
489.20	1.75	if it doesn't again you know we can talk about that in the help desk or maybe in
490.95	0.01	about that in the help desk or maybe in
490.96	1.67	about that in the help desk or maybe in discussions at the end
492.63	0.01	discussions at the end
492.64	1.91	discussions at the end so i'm going to run those lines
494.55	0.01	so i'm going to run those lines
494.56	1.59	so i'm going to run those lines um and
496.15	0.01	um and
496.16	2.07	um and let's see i already have
498.23	0.01	let's see i already have
498.24	1.91	let's see i already have an error here error response and demo
500.15	0.01	an error here error response and demo
500.16	1.75	an error here error response and demo drive february string connectivity and
501.91	0.01	drive february string connectivity and
501.92	1.99	drive february string connectivity and point blah blah blah blah blah blah blah
503.91	0.01	point blah blah blah blah blah blah blah
503.92	2.39	point blah blah blah blah blah blah blah blah blah blah blah
506.31	0.01	blah blah blah blah
506.32	1.91	blah blah blah blah okay it looks like i have i'm already
508.23	0.01	okay it looks like i have i'm already
508.24	2.95	okay it looks like i have i'm already using um
511.19	0.01	using um
511.20	1.03	using um the
512.23	0.01	the
512.24	3.11	the basically when i run this command
515.35	0.01	basically when i run this command
515.36	3.51	basically when i run this command a a specific address in my web browser
518.87	0.01	a a specific address in my web browser
518.88	2.79	a a specific address in my web browser is going to be available for me to use
521.67	0.01	is going to be available for me to use
521.68	2.23	is going to be available for me to use rstudio so it looks like i it looks like
523.91	0.01	rstudio so it looks like i it looks like
523.92	2.31	rstudio so it looks like i it looks like i already run that command already so
526.23	0.01	i already run that command already so
526.24	1.35	i already run that command already so what i'm going to do is going to point
527.59	0.01	what i'm going to do is going to point
527.60	3.11	what i'm going to do is going to point my browser to that address which is this
530.71	0.01	my browser to that address which is this
530.72	2.95	my browser to that address which is this one here localhost8787
533.67	0.01	one here localhost8787
533.68	1.51	one here localhost8787 and where does that information come
535.19	0.01	and where does that information come
535.20	1.59	and where does that information come from well it is explained here in the
536.79	0.01	from well it is explained here in the
536.80	1.35	from well it is explained here in the rocker project
538.15	0.01	rocker project
538.16	2.47	rocker project so with a little bit of patience um you
540.63	0.01	so with a little bit of patience um you
540.64	2.23	so with a little bit of patience um you know you should be able to figure it out
542.87	0.01	know you should be able to figure it out
542.88	2.23	know you should be able to figure it out but my role here is going to be exactly
545.11	0.01	but my role here is going to be exactly
545.12	1.99	but my role here is going to be exactly to kind of break down all the things
547.11	0.01	to kind of break down all the things
547.12	1.91	to kind of break down all the things that the rocker project is saying in
549.03	0.01	that the rocker project is saying in
549.04	1.67	that the rocker project is saying in this documentation
550.71	0.01	this documentation
550.72	1.59	this documentation and you're gonna understand it for now
552.31	0.01	and you're gonna understand it for now
552.32	2.39	and you're gonna understand it for now it's not my goal to explain them but
554.71	0.01	it's not my goal to explain them but
554.72	2.15	it's not my goal to explain them but but you will understand them soon
556.87	0.01	but you will understand them soon
556.88	0.95	but you will understand them soon um
557.83	0.01	um
557.84	1.91	um so i pointed the browser to that address
559.75	0.01	so i pointed the browser to that address
559.76	2.87	so i pointed the browser to that address that i saw there localhost 8787 it was
562.63	0.01	that i saw there localhost 8787 it was
562.64	2.15	that i saw there localhost 8787 it was auto completed or expanded to this
564.79	0.01	auto completed or expanded to this
564.80	2.39	auto completed or expanded to this longer url and here is where i'm going
567.19	0.01	longer url and here is where i'm going
567.20	2.23	longer url and here is where i'm going to log into our studio but before i do
569.43	0.01	to log into our studio but before i do
569.44	2.55	to log into our studio but before i do that i hear that there is a hand raise
571.99	0.01	that i hear that there is a hand raise
572.00	1.67	that i hear that there is a hand raise so let's see if there is something
573.67	0.01	so let's see if there is something
573.68	1.67	so let's see if there is something burning that
575.35	0.01	burning that
575.36	3.67	burning that you want to ask alex go ahead
579.03	0.01	you want to ask alex go ahead
579.04	2.23	you want to ask alex go ahead oh uh nothing that can't hold on for
581.27	0.01	oh uh nothing that can't hold on for
581.28	0.95	oh uh nothing that can't hold on for later
582.23	0.01	later
582.24	2.55	later okay so then let me at least start the
584.79	0.01	okay so then let me at least start the
584.80	1.99	okay so then let me at least start the session so that you know people get
586.79	0.01	session so that you know people get
586.80	1.67	session so that you know people get super excited about
588.47	0.01	super excited about
588.48	1.67	super excited about staring at r studio which they do all
590.15	0.01	staring at r studio which they do all
590.16	1.59	staring at r studio which they do all the time
591.75	0.01	the time
591.76	2.79	the time and be a little sarcastic here so let's
594.55	0.01	and be a little sarcastic here so let's
594.56	2.71	and be a little sarcastic here so let's do uh so okay so how do i log in here in
597.27	0.01	do uh so okay so how do i log in here in
597.28	2.63	do uh so okay so how do i log in here in the rocker project there is instructions
599.91	0.01	the rocker project there is instructions
599.92	2.47	the rocker project there is instructions it is telling me that i should um use
602.39	0.01	it is telling me that i should um use
602.40	1.99	it is telling me that i should um use the user and password
604.39	0.01	the user and password
604.40	2.31	the user and password the user is going to be our studio
606.71	0.01	the user is going to be our studio
606.72	1.67	the user is going to be our studio and the password is going to be your
608.39	0.01	and the password is going to be your
608.40	2.07	and the password is going to be your password the password was set in this
610.47	0.01	password the password was set in this
610.48	2.55	password the password was set in this command here as you might suspect if you
613.03	0.01	command here as you might suspect if you
613.04	2.15	command here as you might suspect if you are looking at the command
615.19	0.01	are looking at the command
615.20	3.11	are looking at the command strongly enough so let's try that let's
618.31	0.01	strongly enough so let's try that let's
618.32	2.79	strongly enough so let's try that let's try
622.71	0.01	you know here i open our studio
622.72	1.83	you know here i open our studio different to your daily experience here
624.55	0.01	different to your daily experience here
624.56	1.59	different to your daily experience here i'm logging in
626.15	0.01	i'm logging in
626.16	1.75	i'm logging in to our studio i suppose with just our
627.91	0.01	to our studio i suppose with just our
627.92	2.15	to our studio i suppose with just our studio opening it
630.07	0.01	studio opening it
630.08	1.59	studio opening it there's a there's a way to kind of avoid
631.67	0.01	there's a there's a way to kind of avoid
631.68	2.63	there's a there's a way to kind of avoid this but uh let's do not talk about that
634.31	0.01	this but uh let's do not talk about that
634.32	3.27	this but uh let's do not talk about that just now uh and then your password is
637.59	0.01	just now uh and then your password is
637.60	3.27	just now uh and then your password is what i'm supposed to uh add there so i'm
640.87	0.01	what i'm supposed to uh add there so i'm
640.88	5.75	what i'm supposed to uh add there so i'm gonna paste that and sign in
649.19	0.01	and there it is so that is our studio
649.20	2.31	and there it is so that is our studio again it might not look very exciting
651.51	0.01	again it might not look very exciting
651.52	1.43	again it might not look very exciting because you are used to this experience
652.95	0.01	because you are used to this experience
652.96	2.07	because you are used to this experience in your computer but the difference here
655.03	0.01	in your computer but the difference here
655.04	2.15	in your computer but the difference here is that this is not your computer the
657.19	0.01	is that this is not your computer the
657.20	2.63	is that this is not your computer the idea is that you can use our studio
659.83	0.01	idea is that you can use our studio
659.84	2.47	idea is that you can use our studio completely from the web browser so you
662.31	0.01	completely from the web browser so you
662.32	2.39	completely from the web browser so you are new to two degrees you only have
664.71	0.01	are new to two degrees you only have
664.72	2.23	are new to two degrees you only have installed say chrome in your computer
666.95	0.01	installed say chrome in your computer
666.96	1.35	installed say chrome in your computer and nothing else
668.31	0.01	and nothing else
668.32	1.99	and nothing else well the next thing you could do is
670.31	0.01	well the next thing you could do is
670.32	3.19	well the next thing you could do is install docker and then you can get this
673.51	0.01	install docker and then you can get this
673.52	1.11	install docker and then you can get this um
674.63	0.01	um
674.64	1.43	um you know run that command that i show
676.07	0.01	you know run that command that i show
676.08	1.99	you know run that command that i show you on the terminal and get access to
678.07	0.01	you on the terminal and get access to
678.08	1.27	you on the terminal and get access to our studio
679.35	0.01	our studio
679.36	2.07	our studio without even installing our or studio in
681.43	0.01	without even installing our or studio in
681.44	1.91	without even installing our or studio in your computer so here is that that is
683.35	0.01	your computer so here is that that is
683.36	1.51	your computer so here is that that is kind of the magic right
684.87	0.01	kind of the magic right
684.88	2.71	kind of the magic right so that was only a motivating example
687.59	0.01	so that was only a motivating example
687.60	2.55	so that was only a motivating example without explaining what those commands
690.15	0.01	without explaining what those commands
690.16	3.11	without explaining what those commands are and just to show you how relatively
693.27	0.01	are and just to show you how relatively
693.28	2.39	are and just to show you how relatively quickly you can get a whole
695.67	0.01	quickly you can get a whole
695.68	3.03	quickly you can get a whole data science computing environment ready
698.71	0.01	data science computing environment ready
698.72	1.19	data science computing environment ready to go
699.91	0.01	to go
699.92	3.11	to go without the usual pain that entails
703.03	0.01	without the usual pain that entails
703.04	2.39	without the usual pain that entails installing all those tools yourself so
705.43	0.01	installing all those tools yourself so
705.44	1.91	installing all those tools yourself so if instead of running this on docker i
707.35	0.01	if instead of running this on docker i
707.36	2.39	if instead of running this on docker i was i was running this on my computer i
