start	duration	text
59.079	2.270	package say that you install it with install.packages from cran you could
61.349	0.010	install.packages from cran you could
61.359	3.510	install.packages from cran you could call it with the first argument alone
64.869	0.010	call it with the first argument alone
64.879	1.111	call it with the first argument alone let's say that you want to install this
65.990	0.010	let's say that you want to install this
66.000	1.990	let's say that you want to install this package this is how most commonly we
67.990	0.010	package this is how most commonly we
68.000	2.310	package this is how most commonly we install packages but where do packages
70.310	0.010	install packages but where do packages
70.320	2.710	install packages but where do packages go okay the message that prints here
73.030	0.010	go okay the message that prints here
73.040	2.630	go okay the message that prints here tells us it so in this case it's going
75.670	0.010	tells us it so in this case it's going
75.680	2.469	tells us it so in this case it's going to this library so it is a library that
78.149	0.010	to this library so it is a library that
78.159	3.431	to this library so it is a library that doesn't include our user name it's
81.590	0.010	doesn't include our user name it's
81.600	2.950	doesn't include our user name it's installing at the level of the site so
84.550	0.010	installing at the level of the site so
84.560	2.710	installing at the level of the site so this is um this system that i'm using
87.270	0.010	this is um this system that i'm using
87.280	2.710	this is um this system that i'm using here is a docker container using a linux
89.990	0.010	here is a docker container using a linux
90.000	2.710	here is a docker container using a linux system that is shared across
92.710	0.010	system that is shared across
92.720	1.990	system that is shared across multiple users so every package that i'm
94.710	0.010	multiple users so every package that i'm
94.720	2.470	multiple users so every package that i'm installing here um you know is installed
97.190	0.010	installing here um you know is installed
97.200	2.949	installing here um you know is installed at a level that is accessible to other
100.149	0.010	at a level that is accessible to other
100.159	0.950	at a level that is accessible to other users
101.109	0.010	users
101.119	1.591	users so
102.710	0.010	so
102.720	2.150	so what if you wanted to control that what
104.870	0.010	what if you wanted to control that what
104.880	1.589	what if you wanted to control that what if you are a user and want to install
106.469	0.010	if you are a user and want to install
106.479	2.630	if you are a user and want to install packages just on your system and not
109.109	0.010	packages just on your system and not
109.119	1.511	packages just on your system and not into the
110.630	0.010	into the
110.640	2.789	into the kind of site level library all right you
113.429	0.010	kind of site level library all right you
113.439	1.911	kind of site level library all right you can do that with the second argument to
115.350	0.010	can do that with the second argument to
115.360	1.429	can do that with the second argument to install the packages which is the
116.789	0.010	install the packages which is the
116.799	3.751	install the packages which is the argument leave so that is what specifies
120.550	0.010	argument leave so that is what specifies
120.560	2.950	argument leave so that is what specifies uh where they go so the in the decision
123.510	0.010	uh where they go so the in the decision
123.520	1.510	uh where they go so the in the decision query will show that we could you could
125.030	0.010	query will show that we could you could
125.040	2.310	query will show that we could you could do it in a temporary directory
127.350	0.010	do it in a temporary directory
127.360	2.949	do it in a temporary directory the package could install there and and
130.309	0.010	the package could install there and and
130.319	2.231	the package could install there and and then you know you could simply use it
132.550	0.010	then you know you could simply use it
132.560	3.270	then you know you could simply use it from that directory um
135.830	0.010	from that directory um
135.840	4.469	from that directory um but in this case we want to install it
140.309	0.010	but in this case we want to install it
140.319	3.031	but in this case we want to install it in a user um library that we haven't yet
143.350	0.010	in a user um library that we haven't yet
143.360	2.550	in a user um library that we haven't yet set up so first we would need to set it
145.910	0.010	set up so first we would need to set it
145.920	2.150	set up so first we would need to set it up so how does
148.070	0.010	up so how does
148.080	0.869	up so how does uh
148.949	0.010	uh
148.959	2.471	uh you know that default uh of the argument
151.430	0.010	you know that default uh of the argument
151.440	1.750	you know that default uh of the argument leave um
153.190	0.010	leave um
153.200	3.029	leave um work well the way it works is that it is
156.229	0.010	work well the way it works is that it is
156.239	3.031	work well the way it works is that it is the first element of the output of the
159.270	0.010	the first element of the output of the
159.280	2.070	the first element of the output of the function leave paths
161.350	0.010	function leave paths
161.360	1.670	function leave paths so this function when you print it with
163.030	0.010	so this function when you print it with
163.040	1.829	so this function when you print it with no argument let me clear this up make
164.869	0.010	no argument let me clear this up make
164.879	1.990	no argument let me clear this up make this a little bigger and write it again
166.869	0.010	this a little bigger and write it again
166.879	2.630	this a little bigger and write it again so the function dot leave path
169.509	0.010	so the function dot leave path
169.519	3.430	so the function dot leave path prints um every library that you have a
172.949	0.010	prints um every library that you have a
172.959	1.831	prints um every library that you have a setup
174.790	0.010	setup
174.800	1.990	setup and in particular the very first one
176.790	0.010	and in particular the very first one
176.800	2.470	and in particular the very first one here which might now look familiar from
179.270	0.010	here which might now look familiar from
179.280	2.229	here which might now look familiar from the message that i printed before is the
181.509	0.010	the message that i printed before is the
181.519	1.990	the message that i printed before is the one that is used by default when you
183.509	0.010	one that is used by default when you
183.519	2.070	one that is used by default when you call install the package so basically
185.589	0.010	call install the package so basically
185.599	2.550	call install the package so basically path element one so you could have a
188.149	0.010	path element one so you could have a
188.159	2.551	path element one so you could have a quick look into it let's say
190.710	0.010	quick look into it let's say
190.720	2.710	quick look into it let's say that we want to inspect it so let's do a
193.430	0.010	that we want to inspect it so let's do a
193.440	3.030	that we want to inspect it so let's do a list files inside that directory so here
196.470	0.010	list files inside that directory so here
196.480	2.790	list files inside that directory so here you may um recognize these names as the
199.270	0.010	you may um recognize these names as the
199.280	2.150	you may um recognize these names as the names of some packages that are
201.430	0.010	names of some packages that are
201.440	2.149	names of some packages that are extensions of the backgrounds that come
203.589	0.010	extensions of the backgrounds that come
203.599	1.910	extensions of the backgrounds that come with chrome with um
205.509	0.010	with chrome with um
205.519	0.710	with chrome with um r
206.229	0.010	r
206.239	1.831	r so the ones that come with r in this
208.070	0.010	so the ones that come with r in this
208.080	2.149	so the ones that come with r in this system are installed in this other
210.229	0.010	system are installed in this other
210.239	3.031	system are installed in this other path in this other library
213.270	0.010	path in this other library
213.280	1.830	path in this other library so that you know the the patches that
215.110	0.010	so that you know the the patches that
215.120	2.150	so that you know the the patches that come out of the box with r are separate
217.270	0.010	come out of the box with r are separate
217.280	2.550	come out of the box with r are separate from the ones that you install as a user
219.830	0.010	from the ones that you install as a user
219.840	1.669	from the ones that you install as a user uh either in your custom library which
221.509	0.010	uh either in your custom library which
221.519	2.391	uh either in your custom library which we haven't set up yet or at the site
223.910	0.010	we haven't set up yet or at the site
223.920	1.110	we haven't set up yet or at the site level
225.030	0.010	level
225.040	3.510	level so now how do we add a path to leave
228.550	0.010	so now how do we add a path to leave
228.560	2.949	so now how do we add a path to leave paths and how do we ensure that it is
231.509	0.010	paths and how do we ensure that it is
231.519	3.191	paths and how do we ensure that it is set up as the custom path all the time
234.710	0.010	set up as the custom path all the time
234.720	2.390	set up as the custom path all the time that i install the package as a user all
237.110	0.010	that i install the package as a user all
237.120	2.309	that i install the package as a user all right so the trick is this so there is
239.429	0.010	right so the trick is this so there is
239.439	2.870	right so the trick is this so there is an environment variable called um our
242.309	0.010	an environment variable called um our
242.319	3.351	an environment variable called um our let me show you as i type and
245.670	0.010	let me show you as i type and
245.680	1.030	let me show you as i type and let's
246.710	0.010	let's
246.720	3.110	let's get this environment variable r
249.830	0.010	get this environment variable r
249.840	2.389	get this environment variable r leaves user so this is the one that
252.229	0.010	leaves user so this is the one that
252.239	1.990	leaves user so this is the one that specifies
254.229	0.010	specifies
254.239	1.190	specifies where
255.429	0.010	where
255.439	4.711	where the user packages should go but for that
260.150	0.010	the user packages should go but for that
260.160	2.230	the user packages should go but for that path to be used
262.390	0.010	path to be used
262.400	1.830	path to be used and first
264.230	0.010	and first
264.240	5.669	and first the directory has to exist so if i do um
271.749	0.010	directory
271.759	3.111	directory exists to ask if that directory exists
274.870	0.010	exists to ask if that directory exists
274.880	2.390	exists to ask if that directory exists we get false so we could create that
277.270	0.010	we get false so we could create that
277.280	1.909	we get false so we could create that path and then set it up in a way that i
279.189	0.010	path and then set it up in a way that i
279.199	1.751	path and then set it up in a way that i haven't shown you yet but instead we're
280.950	0.010	haven't shown you yet but instead we're
280.960	1.590	haven't shown you yet but instead we're gonna do something
282.550	0.010	gonna do something
282.560	3.430	gonna do something a little bit more um personal so this
285.990	0.010	a little bit more um personal so this
286.000	3.270	a little bit more um personal so this path um is is a very fine one actually
289.270	0.010	path um is is a very fine one actually
289.280	2.310	path um is is a very fine one actually the one that i usually use but what if
291.590	0.010	the one that i usually use but what if
291.600	1.910	the one that i usually use but what if we wanted to um
293.510	0.010	we wanted to um
293.520	2.150	we wanted to um you know use our own
295.670	0.010	you know use our own
295.680	3.190	you know use our own you know name for a library here so the
298.870	0.010	you know name for a library here so the
298.880	2.630	you know name for a library here so the place where you can set that up
301.510	0.010	place where you can set that up
301.520	1.509	place where you can set that up uh basically what you need to do is to
303.029	0.010	uh basically what you need to do is to
303.039	2.791	uh basically what you need to do is to set up the environment variable art libs
305.830	0.010	set up the environment variable art libs
305.840	2.629	set up the environment variable art libs user but where okay the place is the r
308.469	0.010	user but where okay the place is the r
308.479	2.631	user but where okay the place is the r environment file so let's do that so we
311.110	0.010	environment file so let's do that so we
311.120	2.629	environment file so let's do that so we can use the function use this for the
313.749	0.010	can use the function use this for the
313.759	2.710	can use the function use this for the use this package edit
316.469	0.010	use this package edit
316.479	3.191	use this package edit our environ to open that file and now
319.670	0.010	our environ to open that file and now
319.680	3.349	our environ to open that file and now set it up here so r leaves
323.029	0.010	set it up here so r leaves
323.039	2.791	set it up here so r leaves user it takes the value say that we want
325.830	0.010	user it takes the value say that we want
325.840	2.390	user it takes the value say that we want to put it here in home
328.230	0.010	to put it here in home
328.240	3.350	to put it here in home then r and then custom
331.590	0.010	then r and then custom
331.600	3.110	then r and then custom leave and that that's a you know fine
334.710	0.010	leave and that that's a you know fine
334.720	3.990	leave and that that's a you know fine name but uh remember to always set up
338.710	0.010	name but uh remember to always set up
338.720	3.350	name but uh remember to always set up your libraries so that they include the
342.070	0.010	your libraries so that they include the
342.080	2.549	your libraries so that they include the name the version the minor version of r
344.629	0.010	name the version the minor version of r
344.639	1.511	name the version the minor version of r that you're using and the way you do
346.150	0.010	that you're using and the way you do
346.160	2.869	that you're using and the way you do that is with percent v so this will be
349.029	0.010	that is with percent v so this will be
349.039	2.551	that is with percent v so this will be expanded by r to the minor version of
351.590	0.010	expanded by r to the minor version of
351.600	2.149	expanded by r to the minor version of earlier you see and then also remember
353.749	0.010	earlier you see and then also remember
353.759	2.710	earlier you see and then also remember remember to end this r environment file
356.469	0.010	remember to end this r environment file
356.479	1.191	remember to end this r environment file always with a
357.670	0.010	always with a
357.680	1.110	always with a new line
358.790	0.010	new line
358.800	2.150	new line with nothing else then save the file you
360.950	0.010	with nothing else then save the file you
360.960	2.310	with nothing else then save the file you can close it if you want and for it to
363.270	0.010	can close it if you want and for it to
363.280	1.749	can close it if you want and for it to take action
365.029	0.010	take action
365.039	1.430	take action we have to do a couple of things first
366.469	0.010	we have to do a couple of things first
366.479	1.830	we have to do a couple of things first now we need to restart r
368.309	0.010	now we need to restart r
368.319	2.150	now we need to restart r but if i now call
370.469	0.010	but if i now call
370.479	3.031	but if i now call the environment the environment
373.510	0.010	the environment the environment
373.520	2.710	the environment the environment if i inspect the environment variable
376.230	0.010	if i inspect the environment variable
376.240	4.630	if i inspect the environment variable um with as i said before our leaves user
380.870	0.010	um with as i said before our leaves user
380.880	1.589	um with as i said before our leaves user so we do get
382.469	0.010	so we do get
382.479	2.710	so we do get the as an answer the path that we just
385.189	0.010	the as an answer the path that we just
385.199	1.990	the as an answer the path that we just created but the fact that we created
387.189	0.010	created but the fact that we created
387.199	1.511	created but the fact that we created that path doesn't mean that we created
388.710	0.010	that path doesn't mean that we created
388.720	2.710	that path doesn't mean that we created the directory in our system so i can do
391.430	0.010	the directory in our system so i can do
391.440	1.270	the directory in our system so i can do uh
392.710	0.010	uh
392.720	3.110	uh we can query that with uh
395.830	0.010	we can query that with uh
395.840	2.150	we can query that with uh exists and we should get a false right
397.990	0.010	exists and we should get a false right
398.000	2.870	exists and we should get a false right so the the way to create the directory
400.870	0.010	so the the way to create the directory
400.880	2.710	so the the way to create the directory um one way could be this
403.590	0.010	um one way could be this
403.600	2.390	um one way could be this we just created and make sure that we
405.990	0.010	we just created and make sure that we
406.000	1.670	we just created and make sure that we could recursively create any
407.670	0.010	could recursively create any
407.680	1.509	could recursively create any intermediate path
409.189	0.010	intermediate path
409.199	2.550	intermediate path to the one that we are where we want to
411.749	0.010	to the one that we are where we want to
411.759	2.471	to the one that we are where we want to create so now if we query if the
414.230	0.010	create so now if we query if the
414.240	2.310	create so now if we query if the directory exists now we do get it true
416.550	0.010	directory exists now we do get it true
416.560	2.710	directory exists now we do get it true so we are close to what we need but not
419.270	0.010	so we are close to what we need but not
419.280	3.670	so we are close to what we need but not quite so if i call leave path
422.950	0.010	quite so if i call leave path
422.960	2.550	quite so if i call leave path i still get
425.510	0.010	i still get
425.520	1.590	i still get only two paths and the reason is because
427.110	0.010	only two paths and the reason is because
427.120	1.909	only two paths and the reason is because we haven't restarted the system
429.029	0.010	we haven't restarted the system
429.039	2.710	we haven't restarted the system so we do it now again and now the path
431.749	0.010	so we do it now again and now the path
431.759	2.471	so we do it now again and now the path appears here but still we are not quite
434.230	0.010	appears here but still we are not quite
434.240	3.190	appears here but still we are not quite there so the directory for it to be used
437.430	0.010	there so the directory for it to be used
437.440	1.910	there so the directory for it to be used as default has to appear in the first
439.350	0.010	as default has to appear in the first
439.360	0.870	as default has to appear in the first place
440.230	0.010	place
440.240	2.630	place so if you look into the help file of the
442.870	0.010	so if you look into the help file of the
442.880	2.550	so if you look into the help file of the functionality path you will see that it
445.430	0.010	functionality path you will see that it
445.440	3.110	functionality path you will see that it has an argument that you can use
448.550	0.010	has an argument that you can use
448.560	2.870	has an argument that you can use to set what is the first element of uh
451.430	0.010	to set what is the first element of uh
451.440	2.469	to set what is the first element of uh you know that call so uh
453.909	0.010	you know that call so uh
453.919	2.710	you know that call so uh that is then what we need to do
456.629	0.010	that is then what we need to do
456.639	1.351	that is then what we need to do sis
457.990	0.010	sis
458.000	3.189	sis get him so the way to get the
461.189	0.010	get him so the way to get the
461.199	2.231	get him so the way to get the path that we want could be this calling
463.430	0.010	path that we want could be this calling
463.440	3.189	path that we want could be this calling sysgen our leaves user
466.629	0.010	sysgen our leaves user
466.639	2.071	sysgen our leaves user and then if we pass that inside lead
468.710	0.010	and then if we pass that inside lead
468.720	3.670	and then if we pass that inside lead paths then the output of leak path
472.390	0.010	paths then the output of leak path
472.400	2.229	paths then the output of leak path will be oh sorry let me
474.629	0.010	will be oh sorry let me
474.639	0.950	will be oh sorry let me this
475.589	0.010	this
475.599	0.710	this i
476.309	0.010	i
476.319	3.511	i don't like let's do a lowercase so out
479.830	0.010	don't like let's do a lowercase so out
479.840	2.710	don't like let's do a lowercase so out now holds um you know the same element
482.550	0.010	now holds um you know the same element
482.560	2.230	now holds um you know the same element is done before but the first element is
484.790	0.010	is done before but the first element is
484.800	2.069	is done before but the first element is the one that we want so this call to the
486.869	0.010	the one that we want so this call to the
486.879	3.590	the one that we want so this call to the path will lead to um the default
490.469	0.010	path will lead to um the default
490.479	1.671	path will lead to um the default behavior that we want so basically if i
492.150	0.010	behavior that we want so basically if i
492.160	1.029	behavior that we want so basically if i now do
493.189	0.010	now do
493.199	2.550	now do uninstall packages
495.749	0.010	uninstall packages
495.759	2.631	uninstall packages uh for rtdi data for example that
498.390	0.010	uh for rtdi data for example that
498.400	3.110	uh for rtdi data for example that package should go to um the custom
501.510	0.010	package should go to um the custom
501.520	1.990	package should go to um the custom library that we want but we are still
503.510	0.010	library that we want but we are still
503.520	1.990	library that we want but we are still not fully there now i promise we are
505.510	0.010	not fully there now i promise we are
505.520	0.870	not fully there now i promise we are really close
506.390	0.010	really close
506.400	1.270	really close uh because the issue is that if i
507.670	0.010	uh because the issue is that if i
507.680	2.310	uh because the issue is that if i restart my system
509.990	0.010	restart my system
510.000	0.950	restart my system and
510.950	0.010	and
510.960	2.390	and install the package again it will go
513.350	0.010	install the package again it will go
513.360	2.870	install the package again it will go elsewhere and the reason is that we have
516.230	0.010	elsewhere and the reason is that we have
516.240	1.750	elsewhere and the reason is that we have not set a
517.990	0.010	not set a
518.000	2.949	not set a leap path permanently but we have only
520.949	0.010	leap path permanently but we have only
520.959	2.391	leap path permanently but we have only done it for the
523.350	0.010	done it for the
523.360	2.790	done it for the session uh where we defined uh you know
526.150	0.010	session uh where we defined uh you know
526.160	1.669	session uh where we defined uh you know that the first element of this path
527.829	0.010	that the first element of this path
527.839	2.231	that the first element of this path would be our custom library so the way
530.070	0.010	would be our custom library so the way
530.080	2.710	would be our custom library so the way to apply that so note that you know the
532.790	0.010	to apply that so note that you know the
532.800	1.990	to apply that so note that you know the fact to confirm it is this right the
534.790	0.010	fact to confirm it is this right the
534.800	2.149	fact to confirm it is this right the message shows that the package when we
536.949	0.010	message shows that the package when we
536.959	2.631	message shows that the package when we re installed it went somewhere else so
539.590	0.010	re installed it went somewhere else so
539.600	1.190	re installed it went somewhere else so the
540.790	0.010	the
540.800	3.670	the way to set it up permanently is to edit
544.470	0.010	way to set it up permanently is to edit
544.480	2.710	way to set it up permanently is to edit our uh our not our environment file in
547.190	0.010	our uh our not our environment file in
547.200	2.150	our uh our not our environment file in this case so the the place to put that
549.350	0.010	this case so the the place to put that
549.360	3.029	this case so the the place to put that would be our profile file so edit our
552.389	0.010	would be our profile file so edit our
552.399	3.911	would be our profile file so edit our profile uh we'll open up that um
556.310	0.010	profile uh we'll open up that um
556.320	2.629	profile uh we'll open up that um file our profile and here is where we
558.949	0.010	file our profile and here is where we
558.959	3.911	file our profile and here is where we want to set up uh leave paths
562.870	0.010	want to set up uh leave paths
562.880	3.990	want to set up uh leave paths to um push to the to the front and the
566.870	0.010	to um push to the to the front and the
566.880	4.069	to um push to the to the front and the output of cis get and
573.910	0.010	our lifts path our leaves user sorry
573.920	4.550	our lifts path our leaves user sorry right so this is um how um we can set up
578.470	0.010	right so this is um how um we can set up
578.480	1.990	right so this is um how um we can set up our our profile so that in every session
580.470	0.010	our our profile so that in every session
580.480	2.710	our our profile so that in every session our profile is a file is always um you
583.190	0.010	our profile is a file is always um you
583.200	1.270	our profile is a file is always um you know inspected
584.470	0.010	know inspected
584.480	3.029	know inspected in the beginning of every our session so
587.509	0.010	in the beginning of every our session so
587.519	2.471	in the beginning of every our session so in this way leadpath will every time you
589.990	0.010	in this way leadpath will every time you
590.000	2.870	in this way leadpath will every time you restart r will always be set to the
592.870	0.010	restart r will always be set to the
592.880	2.150	restart r will always be set to the custom use custom user library so we can
595.030	0.010	custom use custom user library so we can
595.040	1.830	custom use custom user library so we can we can prove that let's restart the
596.870	0.010	we can prove that let's restart the
596.880	1.590	we can prove that let's restart the decision here
598.470	0.010	decision here
598.480	1.029	decision here and
599.509	0.010	and
599.519	2.151	and and now we can do
601.670	0.010	and now we can do
601.680	2.070	and now we can do a dot leap paths
603.750	0.010	a dot leap paths
603.760	2.069	a dot leap paths and see how in the front we have the
605.829	0.010	and see how in the front we have the
605.839	2.791	and see how in the front we have the custom larry so now just to confirm that
608.630	0.010	custom larry so now just to confirm that
608.640	2.470	custom larry so now just to confirm that that all works we could
611.110	0.010	that all works we could
611.120	3.590	that all works we could install packages same package rti data
614.710	0.010	install packages same package rti data
614.720	2.470	install packages same package rti data and it should go to where we want which
617.190	0.010	and it should go to where we want which
617.200	3.110	and it should go to where we want which is our custom user library so let's just
620.310	0.010	is our custom user library so let's just
620.320	2.310	is our custom user library so let's just confirm that here and then end the video
622.630	0.010	confirm that here and then end the video
622.640	3.480	confirm that here and then end the video thanks very much
